"priority","key","english","portuguese","do_not_translate","notes"
"5","sat.discovery.chip","Other birds overhead · {{count}} workable · 24 h","","{{count}}",""
"5","sat.discovery.chip.title","Birds outside your ★ set flying a workable pass (10° peak or better) over your grid in the next 24 h — one row per bird, its best pass. Star one to move it into your schedule.","","",""
"5","sat.discovery.bar","Other birds — each row is that bird's best pass in the next 24 h · ☆ moves it into your schedule","","",""
"5","sat.discovery.star.title","Star to move this bird into your schedule above — it gains needed-grid chips, the pass alarm and the 48 h view","","",""
"5","sat.discovery.workable.title","Workable passes (10° peak or better) in the next 24 h","","",""
"5","sat.discovery.workable","{{count}} in 24 h","","{{count}}",""
"5","sat.discovery.altitude.title","Current altitude","","",""
"5","sat.discovery.altitude","{{km}} km up","","{{km}}",""
"5","sat.discovery.clamped.title","Rose before the 6 h scan window — its true rise time is unknown here","","",""
"5","sat.discovery.showAll","show all {{count}} ▾","","{{count}}","Short label on: Satellites view. The same English text ""show all {{count}} ▾"" is used by 2 different keys (e.g. sat.transponder.showAll) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"5","sat.discovery.empty","no other birds with a workable pass (10° peak or better) over your grid in the next 24 h","","",""
"5","sat.radio.frequencies.head","Frequencies","","","One-word control on: Satellites view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"5","sat.radio.idle.noBird","Open a bird to see its transponders; arm a pass and the live dial, the Doppler shift and your place in the passband read out here.","","Doppler",""
"5","sat.radio.idle.noTrack","Arm a pass (▶ Work this pass) and the live dial, the Doppler shift and your place in the passband read out here.","","Doppler",""
"5","sat.transponder.head","Transponder","","","Short label on: Satellites view. The same English text ""Transponder"" is used by 2 different keys (e.g. sat.rail.gate.transponder) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"5","sat.transponder.list.aria","Transponder — where Doppler puts the dial","","Doppler",""
"5","sat.transponder.none.aria","Work no transponder — leave the dial to me","","",""
"5","sat.transponder.none.label","None — leave the dial to me","","",""
"5","sat.transponder.card.aria","Work {{description}}","","{{description}}",""
"5","sat.transponder.auto","picked for you — change it here if this is not the one","","",""
"5","sat.transponder.showAll","show all {{count}} ▾","","{{count}}","Short label on: Satellites view. The same English text ""show all {{count}} ▾"" is used by 2 different keys (e.g. sat.discovery.showAll) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"5","sat.transponder.showAll.title","Show every workable transmitter SatNOGS lists for this bird","","SatNOGS",""
"5","sat.transponder.dead","reported dead (SatNOGS) — not workable","","SatNOGS",""
"5","sat.transponder.showDead","show {{count}} inactive","","{{count}}",""
"5","sat.transponder.showDead.title","Transmitters SatNOGS reports dead/re-entered — shown for the record, never workable","","SatNOGS",""
"5","sat.transponder.txMode.commanded","TX sideband: the uplink (split) VFO is set to <b>{{tx}}</b> — the downlink stays {{down}} while Doppler runs this pass.","","{{tx}} | {{down}} | <b> | Doppler | VFO | TX",""
"5","sat.transponder.txMode.notCommanded","This bird lists {{up}} up / {{down}} down (SatNOGS) — the TX sideband is not being commanded for this pass ({{why}}).","","{{up}} | {{down}} | {{why}} | SatNOGS | TX",""
"5","sat.transponder.txMode.why.dopplerOff","Doppler correction is off","","Doppler",""
"5","sat.transponder.txMode.why.notDriving","Doppler is not driving the uplink on this radio","","Doppler",""
"5","sat.transponder.txMode.why.shared","the legs share a sideband, or the mode is yours","","",""
"5","sat.transponder.txMode.forecast","TX sideband: this bird runs {{up}} up / {{down}} down (SatNOGS). Once your uplink mapping is confirmed for the radio in use, the TX (split) VFO is set to match while a tracked pass runs.","","{{up}} | {{down}} | SatNOGS | VFO | TX",""
"5","sat.transponder.state.dopplerOff","Doppler correction is off, so nothing is being tuned. Turn it on in Settings ▸ Radio ▸ Satellite Doppler.","","Doppler",""
"5","sat.transponder.state.uplinkOnly.driving","Your uplink-only mapping keeps the dial yours — only the transmit VFO is tuned.","","VFO",""
"5","sat.transponder.state.uplinkOnly.unconfirmed","Your uplink-only mapping is not confirmed for this radio — nothing is being tuned. Confirm it on the pass rail.","","",""
"5","sat.transponder.state.uplinkOnly.pending","Your uplink-only mapping keeps the dial yours — the transmit VFO is tuned once it is confirmed for the radio in use and a tracked pass runs.","","VFO",""
"5","sat.transponder.state.tuning","Doppler tunes this transponder while auto-track is following the pass.","","Doppler",""
"5","sat.transponder.otherBird","Doppler holds a transponder on {{name}}. Picking one here takes the dial from it.","","{{name}} | Doppler",""
"5","sat.credit.satnogs","frequencies & status: SatNOGS DB (CC-BY-SA 4.0)","","SatNOGS | CC-BY | 4.0",""
"5","sat.credit.noBird","Open a bird to choose which transponder Doppler puts the dial on.","","Doppler",""
"5","sat.credit.noData","no transponder data yet — fetched from SatNOGS DB when online","","SatNOGS",""
"5","sat.credit.noTransmitters","no transmitters listed for this bird (SatNOGS DB)","","SatNOGS",""
"5","sat.passline.beyond","next pass over you rises {{time}} ({{countdown}})","","{{time}} | {{countdown}}",""
"5","sat.passline.none","no pass over you in the next 24 h","","",""
"5","sat.log.note","Logs an ordinary contact from your dial, exactly as the Phone and CW log panels do. It is <b>not</b> tagged as a satellite QSO: Nexus does not write the ADIF PROP_MODE and SAT_NAME fields yet, so the contact counts toward neither LoTW satellite credit <b>nor Nexus’s own satellite totals</b>. Add <b>both</b> fields yourself if you want that credit — one without the other is refused at signing, and on 2 m the grid otherwise counts toward your terrestrial VUCC, which a satellite contact does not earn.","","<b> | Nexus | ADIF | LoTW | VUCC | QSO | CW",""
"5","sat.log.note.title","Logs an ordinary contact from your dial, exactly as the Phone and CW log panels do. It is NOT tagged as a satellite QSO: Nexus does not write the ADIF PROP_MODE and SAT_NAME fields yet, so the contact counts toward neither LoTW satellite credit nor Nexus's own satellite totals. Add BOTH fields yourself if you want that credit — one without the other is refused at signing, and on 2 m the grid otherwise counts toward your terrestrial VUCC, which a satellite contact does not earn.","","Nexus | ADIF | LoTW | VUCC | QSO | CW",""
"5","sat.birds.head","Birds ({{count}})","","{{count}}",""
"5","sat.birds.search.placeholder","search…","","","One-word control on: Satellites view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"5","sat.birds.star.title","★ favorites drive the schedule, the map emphasis, and alarms","","",""
"5","sat.birds.alt","alt {{km}} km","","{{km}}",""
"5","sat.birds.alt.title","Altitude — how far above the earth the bird is right now. Not range (its distance from you).","","",""
"5","sat.birds.empty","no elements yet — first fetch needs the network once","","",""
"5","sat.toast.track","Pass track {{name}}: {{doing}}","","{{name}} | {{doing}}",""
"5","sat.toast.track.rotor","armed — the rotor stays yours until 5 min before AOS","","AOS",""
"5","sat.toast.track.doppler","armed — no rotor in this track; Doppler takes the dial at AOS","","Doppler | AOS",""
"5","sat.toast.track.passOnly","armed — pass timing only; the dial stays yours","","",""
"5","sat.toast.track.following","following the pass","","",""
"5","sat.toast.track.nothing","Nothing to track — no matching pass to arm","","",""
"5","sat.toast.track.failed","Track failed: {{error}}","","{{error}}",""
"5","sat.toast.transponder.cleared","Transponder cleared — the dial is yours","","",""
"5","sat.toast.transponder.working","Working {{name}} {{label}}{{auto}}","","{{name}} | {{label}} | {{auto}}",""
"5","sat.toast.transponder.working.auto"," (picked for you — change below)","","",""
"5","sat.toast.transponder.failed","Transponder not selected: {{error}}","","{{error}}",""
"5","sat.toast.doppler.failed","Doppler setting: {{error}}","","{{error}} | Doppler",""
"5","sat.toast.peg.failed","Peg-lock: {{error}}","","{{error}}",""
"5","sat.toast.vfoMap.failed","VFO mapping: {{error}}","","{{error}} | VFO",""
"5","sat.armConfirm.title","Stale orbital elements","","",""
"5","sat.armConfirm.body","{{name}}: elements are {{days}} days old — pointing and Doppler will be off.","","{{name}} | {{days}} | Doppler",""
"5","sat.armConfirm.refreshing","Refreshing…","","","One-word control on: Satellites view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"5","sat.armConfirm.refresh","Refresh elements","","",""
"5","sat.armConfirm.armAnyway","Arm anyway","","",""
"5","sat.armConfirm.cancel","Cancel","","","Short label on: Satellites view. The same English text ""Cancel"" is used by 4 different keys (e.g. logbook.markLotw.cancel, logbook.purge.cancel, spots.post.cancel) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"5","memories.aria","Memories","","","Short label on: Memories (saved channels). The same English text ""Memories"" is used by 3 different keys (e.g. nav.memories.label, features.memories.label) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"5","memories.kind.repeater","Repeater","","","One-word control on: Memories (saved channels). Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"5","memories.kind.simplex","Simplex","","","Short label on: Memories (saved channels). The same English text ""Simplex"" is used by 2 different keys (e.g. memories.editor.offset.simplex) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"5","memories.kind.hfnet","HF net","","HF",""
"5","memories.kind.calling","Calling","","","Short label on: Memories (saved channels). The same English text ""Calling"" is used by 2 different keys (e.g. operate.roster.col.calling) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"5","memories.kind.digital","Digital","","","Short label on: Memories (saved channels). The same English text ""Digital"" is used by 2 different keys (e.g. nav.digital.group.label) — each can take a different Portuguese word, so choose the one that fits THIS screen."
